Word,Word_Start_Time,Word_End_Time,Phoneme,Phoneme_Position,Phoneme_Start_Time,Phoneme_End_Time
and,633.14,633.25,AH,1,633.14,633.21
and,633.14,633.25,N,2,633.21,633.25
[SIL],633.25,633.39,[SIL],1,633.25,633.39
and,633.39,633.52,N,1,633.39,633.51
and,633.39,633.52,D,2,633.51,633.52
mummy,633.52,633.63,M,1,633.52,633.53
mummy,633.52,633.63,AH,2,633.53,633.54
mummy,633.52,633.63,M,3,633.54,633.55
mummy,633.52,633.63,IY,4,633.55,633.63
[SIL],633.63,633.69,[SIL],1,633.63,633.69
pig,633.69,633.82,P,1,633.69,633.7
pig,633.69,633.82,IH,2,633.7,633.81
pig,633.69,633.82,G,3,633.81,633.82
[SIL],633.82,634.22,[SIL],1,633.82,634.22
have,634.22,634.29,HH,1,634.22,634.23
have,634.22,634.29,AE,2,634.23,634.28
have,634.22,634.29,V,3,634.28,634.29
fallen,634.29,634.3,F,1,634.29,634.3
[SIL],634.3,634.37,[SIL],1,634.3,634.37
fallen,634.37,634.43,F,1,634.37,634.43
[SIL],634.43,634.48,[SIL],1,634.43,634.48
fallen,634.48,634.77,F,1,634.48,634.49
fallen,634.48,634.77,AA,2,634.49,634.5
fallen,634.48,634.77,L,3,634.5,634.67
fallen,634.48,634.77,AH,4,634.67,634.69
fallen,634.48,634.77,N,5,634.69,634.77
asleep,634.77,634.97,AH,1,634.77,634.85
asleep,634.77,634.97,S,2,634.85,634.96
asleep,634.77,634.97,L,3,634.96,634.97
[SIL],634.97,636.86,[SIL],1,634.97,636.86
asleep,636.86,636.87,L,1,636.86,636.87
[SIL],636.87,637.21,[SIL],1,636.87,637.21
asleep,637.21,637.34,L,1,637.21,637.34
[SIL],637.34,637.95,[SIL],1,637.34,637.95
asleep,637.95,637.97,IY,1,637.95,637.96
asleep,637.95,637.97,P,2,637.96,637.97
it,637.97,638.1,IH,1,637.97,638.02
it,637.97,638.1,T,2,638.02,638.1
is,638.1,638.22,IH,1,638.1,638.16
is,638.1,638.22,Z,2,638.16,638.22
morning,638.22,638.64,M,1,638.22,638.32
morning,638.22,638.64,AO,2,638.32,638.43
morning,638.22,638.64,R,3,638.43,638.46
morning,638.22,638.64,N,4,638.46,638.5
morning,638.22,638.64,IH,5,638.5,638.55
morning,638.22,638.64,NG,6,638.55,638.64
[SIL],638.64,639.15,[SIL],1,638.64,639.15
pepper,639.15,639.16,P,1,639.15,639.16
[SIL],639.16,639.32,[SIL],1,639.16,639.32
pepper,639.32,639.46,EH,1,639.32,639.44
pepper,639.32,639.46,P,2,639.44,639.45
pepper,639.32,639.46,ER,3,639.45,639.46
and,639.46,639.59,AH,1,639.46,639.59
[SIL],639.59,639.64,[SIL],1,639.59,639.64
and,639.64,639.81,AH,1,639.64,639.71
and,639.64,639.81,N,2,639.71,639.74
and,639.64,639.81,D,3,639.74,639.81
her,639.81,639.94,HH,1,639.81,639.87
her,639.81,639.94,ER,2,639.87,639.94
family,639.94,640.43,F,1,639.94,640.07
family,639.94,640.43,AE,2,640.07,640.17
family,639.94,640.43,M,3,640.17,640.2
family,639.94,640.43,AH,4,640.2,640.26
family,639.94,640.43,L,5,640.26,640.33
family,639.94,640.43,IY,6,640.33,640.43
[SIL],640.43,640.48,[SIL],1,640.43,640.48
have,640.48,640.5,HH,1,640.48,640.5
[SIL],640.5,640.59,[SIL],1,640.5,640.59
have,640.59,640.74,HH,1,640.59,640.64
have,640.59,640.74,AE,2,640.64,640.68
have,640.59,640.74,V,3,640.68,640.74
[SIL],640.74,640.81,[SIL],1,640.74,640.81
come,640.81,640.99,K,1,640.81,640.88
come,640.81,640.99,AH,2,640.88,640.94
come,640.81,640.99,M,3,640.94,640.99
to,640.99,641.12,T,1,640.99,641.11
to,640.99,641.12,UW,2,641.11,641.12
the,641.12,641.24,DH,1,641.12,641.18
the,641.12,641.24,AH,2,641.18,641.24
library,641.24,641.72,L,1,641.24,641.34
library,641.24,641.72,AY,2,641.34,641.5
library,641.24,641.72,B,3,641.5,641.51
library,641.24,641.72,R,4,641.51,641.56
library,641.24,641.72,EH,5,641.56,641.58
library,641.24,641.72,R,6,641.58,641.66
library,641.24,641.72,IY,7,641.66,641.72
wow,641.72,641.74,W,1,641.72,641.73
wow,641.72,641.74,AW,2,641.73,641.74
[SIL],641.74,642.06,[SIL],1,641.74,642.06
what,642.06,642.09,W,1,642.06,642.07
what,642.06,642.09,AH,2,642.07,642.08
what,642.06,642.09,T,3,642.08,642.09
a,642.09,642.1,AH,1,642.09,642.1
[SIL],642.1,642.32,[SIL],1,642.1,642.32
little,642.32,642.42,L,1,642.32,642.4
little,642.32,642.42,IH,2,642.4,642.41
little,642.32,642.42,T,3,642.41,642.42
[SIL],642.42,642.57,[SIL],1,642.42,642.57
little,642.57,642.59,AH,1,642.57,642.58
little,642.57,642.59,L,2,642.58,642.59
bit,642.59,642.62,B,1,642.59,642.6
bit,642.59,642.62,IH,2,642.6,642.61
bit,642.59,642.62,T,3,642.61,642.62
shh,642.62,642.63,SH,1,642.62,642.63
pepper,642.63,642.69,P,1,642.63,642.64
pepper,642.63,642.69,EH,2,642.64,642.69
[SIL],642.69,642.75,[SIL],1,642.69,642.75
pepper,642.75,642.9,EH,1,642.75,642.9
[SIL],642.9,643.69,[SIL],1,642.9,643.69
pepper,643.69,643.7,EH,1,643.69,643.7
[SIL],643.7,644.03,[SIL],1,643.7,644.03
pepper,644.03,644.05,EH,1,644.03,644.05
[SIL],644.05,644.36,[SIL],1,644.05,644.36
pepper,644.36,644.37,P,1,644.36,644.37
[SIL],644.37,644.85,[SIL],1,644.37,644.85
pepper,644.85,644.86,ER,1,644.85,644.86
[SIL],644.86,648.33,[SIL],1,644.86,648.33
you,648.33,648.44,Y,1,648.33,648.37
you,648.33,648.44,UW,2,648.37,648.44
must,648.44,648.68,M,1,648.44,648.52
must,648.44,648.68,AH,2,648.52,648.59
must,648.44,648.68,S,3,648.59,648.67
must,648.44,648.68,T,4,648.67,648.68
be,648.68,648.83,B,1,648.68,648.76
be,648.68,648.83,IY,2,648.76,648.83
quiet,648.83,648.97,K,1,648.83,648.97
[SIL],648.97,649.14,[SIL],1,648.97,649.14
quiet,649.14,649.41,W,1,649.14,649.19
quiet,649.14,649.41,AY,2,649.19,649.38
quiet,649.14,649.41,AH,3,649.38,649.41
[SIL],649.41,649.47,[SIL],1,649.41,649.47
quiet,649.47,649.65,AH,1,649.47,649.5
quiet,649.47,649.65,T,2,649.5,649.65
[SIL],649.65,649.76,[SIL],1,649.65,649.76
in,649.76,649.89,IH,1,649.76,649.81
in,649.76,649.89,N,2,649.81,649.89
the,649.89,649.97,DH,1,649.89,649.9
the,649.89,649.97,AH,2,649.9,649.97
library,649.97,650.51,L,1,649.97,650.08
library,649.97,650.51,AY,2,650.08,650.28
library,649.97,650.51,B,3,650.28,650.39
library,649.97,650.51,R,4,650.39,650.42
library,649.97,650.51,EH,5,650.42,650.43
library,649.97,650.51,R,6,650.43,650.51
[SIL],650.51,650.56,[SIL],1,650.51,650.56
library,650.56,650.75,IY,1,650.56,650.75
[SIL],650.75,652.11,[SIL],1,650.75,652.11
why,652.11,652.13,W,1,652.11,652.12
why,652.11,652.13,AY,2,652.12,652.13
because,652.13,652.28,B,1,652.13,652.14
because,652.13,652.28,IH,2,652.14,652.2
because,652.13,652.28,K,3,652.2,652.28
[SIL],652.28,652.61,[SIL],1,652.28,652.61
because,652.61,652.72,AO,1,652.61,652.72
[SIL],652.72,652.76,[SIL],1,652.72,652.76
because,652.76,652.97,AO,1,652.76,652.84
because,652.76,652.97,Z,2,652.84,652.97
[SIL],652.97,653.1,[SIL],1,652.97,653.1
people,653.1,653.44,P,1,653.1,653.12
people,653.1,653.44,IY,2,653.12,653.24
people,653.1,653.44,P,3,653.24,653.3
people,653.1,653.44,AH,4,653.3,653.33
people,653.1,653.44,L,5,653.33,653.44
come,653.44,653.83,K,1,653.44,653.62
come,653.44,653.83,AH,2,653.62,653.69
come,653.44,653.83,M,3,653.69,653.83
here,653.83,653.84,HH,1,653.83,653.84
[SIL],653.84,653.9,[SIL],1,653.84,653.9
here,653.9,654.03,HH,1,653.9,653.92
here,653.9,654.03,IY,2,653.92,654.02
here,653.9,654.03,R,3,654.02,654.03
to,654.03,654.05,T,1,654.03,654.04
to,654.03,654.05,UW,2,654.04,654.05
read,654.05,654.08,R,1,654.05,654.06
read,654.05,654.08,EH,2,654.06,654.07
read,654.05,654.08,D,3,654.07,654.08
and,654.08,654.16,AH,1,654.08,654.09
and,654.08,654.16,N,2,654.09,654.1
and,654.08,654.16,D,3,654.1,654.16
to,654.16,654.33,T,1,654.16,654.21
to,654.16,654.33,UW,2,654.21,654.33
[SIL],654.33,654.42,[SIL],1,654.33,654.42
to,654.42,654.45,UW,1,654.42,654.45
be,654.45,654.84,B,1,654.45,654.48
be,654.45,654.84,IY,2,654.48,654.84
quiet,654.84,654.87,K,1,654.84,654.85
quiet,654.84,654.87,W,2,654.85,654.86
quiet,654.84,654.87,AY,3,654.86,654.87
[SIL],654.87,655.02,[SIL],1,654.87,655.02
quiet,655.02,655.13,AH,1,655.02,655.13
[SIL],655.13,655.18,[SIL],1,655.13,655.18
quiet,655.18,655.32,AH,1,655.18,655.31
quiet,655.18,655.32,T,2,655.31,655.32
next,655.32,655.55,N,1,655.32,655.33
next,655.32,655.55,EH,2,655.33,655.39
next,655.32,655.55,K,3,655.39,655.55
[SIL],655.55,655.82,[SIL],1,655.55,655.82
next,655.82,655.84,S,1,655.82,655.83
next,655.82,655.84,T,2,655.83,655.84
please,655.84,655.9,P,1,655.84,655.85
please,655.84,655.9,L,2,655.85,655.9
[SIL],655.9,657.1,[SIL],1,655.9,657.1
please,657.1,657.11,IY,1,657.1,657.11
[SIL],657.11,658.2,[SIL],1,657.11,658.2
please,658.2,658.22,Z,1,658.2,658.22
[SIL],658.22,658.54,[SIL],1,658.22,658.54
miss,658.54,658.74,M,1,658.54,658.6
miss,658.54,658.74,IH,2,658.6,658.67
miss,658.54,658.74,S,3,658.67,658.74
rabbit,658.74,659.25,R,1,658.74,658.88
rabbit,658.74,659.25,AE,2,658.88,658.95
rabbit,658.74,659.25,B,3,658.95,659.02
rabbit,658.74,659.25,AH,4,659.02,659.09
rabbit,658.74,659.25,T,5,659.09,659.25
[SIL],659.25,659.34,[SIL],1,659.25,659.34
is,659.34,659.52,IH,1,659.34,659.43
is,659.34,659.52,Z,2,659.43,659.52
the,659.52,659.63,DH,1,659.52,659.58
the,659.52,659.63,AH,2,659.58,659.63
librarian,659.63,660.41,L,1,659.63,659.73
librarian,659.63,660.41,AY,2,659.73,659.85
librarian,659.63,660.41,B,3,659.85,659.99
librarian,659.63,660.41,R,4,659.99,660.06
librarian,659.63,660.41,EH,5,660.06,660.15
librarian,659.63,660.41,R,6,660.15,660.24
librarian,659.63,660.41,IY,7,660.24,660.32
librarian,659.63,660.41,AH,8,660.32,660.34
librarian,659.63,660.41,N,9,660.34,660.41
[SIL],660.41,660.75,[SIL],1,660.41,660.75
hello,660.75,660.77,HH,1,660.75,660.77
[SIL],660.77,661.01,[SIL],1,660.77,661.01
hello,661.01,661.06,AH,1,661.01,661.06
[SIL],661.06,661.13,[SIL],1,661.06,661.13
hello,661.13,661.22,AH,1,661.13,661.2
hello,661.13,661.22,L,2,661.2,661.21
hello,661.13,661.22,OW,3,661.21,661.22
mummy,661.22,661.53,M,1,661.22,661.28
mummy,661.22,661.53,AH,2,661.28,661.37
mummy,661.22,661.53,M,3,661.37,661.41
mummy,661.22,661.53,IY,4,661.41,661.53
pig,661.53,661.61,P,1,661.53,661.61
[SIL],661.61,661.65,[SIL],1,661.61,661.65
pig,661.65,661.97,IH,1,661.65,661.9
pig,661.65,661.97,G,2,661.9,661.97
are,661.97,661.98,AA,1,661.97,661.98
[SIL],661.98,662.3,[SIL],1,661.98,662.3
are,662.3,662.31,R,1,662.3,662.31
you,662.31,662.32,Y,1,662.31,662.32
[SIL],662.32,662.37,[SIL],1,662.32,662.37
you,662.37,662.5,Y,1,662.37,662.42
you,662.37,662.5,UW,2,662.42,662.5
[SIL],662.5,662.68,[SIL],1,662.5,662.68
returning,662.68,662.75,R,1,662.68,662.69
returning,662.68,662.75,IH,2,662.69,662.75
[SIL],662.75,662.85,[SIL],1,662.75,662.85
returning,662.85,662.86,IH,1,662.85,662.86
[SIL],662.86,662.92,[SIL],1,662.86,662.92
returning,662.92,662.95,IH,1,662.92,662.95
[SIL],662.95,663.01,[SIL],1,662.95,663.01
returning,663.01,663.02,IH,1,663.01,663.02
[SIL],663.02,663.06,[SIL],1,663.02,663.06
returning,663.06,663.11,IH,1,663.06,663.11
[SIL],663.11,663.32,[SIL],1,663.11,663.32
returning,663.32,663.51,T,1,663.32,663.34
returning,663.32,663.51,ER,2,663.34,663.48
returning,663.32,663.51,N,3,663.48,663.49
returning,663.32,663.51,IH,4,663.49,663.5
returning,663.32,663.51,NG,5,663.5,663.51
these,663.51,663.54,DH,1,663.51,663.52
these,663.51,663.54,IY,2,663.52,663.53
these,663.51,663.54,Z,3,663.53,663.54
books,663.54,663.63,B,1,663.54,663.55
books,663.54,663.63,UH,2,663.55,663.58
books,663.54,663.63,K,3,663.58,663.63
[SIL],663.63,663.67,[SIL],1,663.63,663.67
books,663.67,663.74,K,1,663.67,663.74
[SIL],663.74,664.2,[SIL],1,663.74,664.2
books,664.2,664.21,S,1,664.2,664.21
yes,664.21,664.25,Y,1,664.21,664.22
yes,664.21,664.25,EH,2,664.22,664.25
[SIL],664.25,664.39,[SIL],1,664.25,664.39
yes,664.39,664.48,S,1,664.39,664.48
[SIL],664.48,664.6,[SIL],1,664.48,664.6
this,664.6,664.63,DH,1,664.6,664.63
[SIL],664.63,664.67,[SIL],1,664.63,664.67
this,664.67,664.84,IH,1,664.67,664.74
this,664.67,664.84,S,2,664.74,664.84
rabbit,664.84,665.26,R,1,664.84,664.89
rabbit,664.84,665.26,AE,2,664.89,665.0
rabbit,664.84,665.26,B,3,665.0,665.05
rabbit,664.84,665.26,AH,4,665.05,665.14
rabbit,664.84,665.26,T,5,665.14,665.26
[SIL],665.26,665.48,[SIL],1,665.26,665.48
right,665.48,665.65,R,1,665.48,665.57
right,665.48,665.65,AY,2,665.57,665.65
[SIL],665.65,665.71,[SIL],1,665.65,665.71
right,665.71,665.73,AY,1,665.71,665.73
[SIL],665.73,665.82,[SIL],1,665.73,665.82
right,665.82,665.83,T,1,665.82,665.83
[SIL],665.83,666.1,[SIL],1,665.83,666.1
you,666.1,666.12,Y,1,666.1,666.11
you,666.1,666.12,UW,2,666.11,666.12
are,666.12,666.26,AA,1,666.12,666.25
are,666.12,666.26,R,2,666.25,666.26
[SIL],666.26,666.31,[SIL],1,666.26,666.31
why,666.31,666.32,W,1,666.31,666.32
[SIL],666.32,669.04,[SIL],1,666.32,669.04
why,669.04,669.08,AY,1,669.04,669.08
is,669.08,669.09,IH,1,669.08,669.09
[SIL],669.09,669.34,[SIL],1,669.09,669.34
is,669.34,669.35,Z,1,669.34,669.35
the,669.35,669.37,DH,1,669.35,669.36
the,669.35,669.37,AH,2,669.36,669.37
[SIL],669.37,669.49,[SIL],1,669.37,669.49
computer,669.49,669.53,K,1,669.49,669.53
[SIL],669.53,669.68,[SIL],1,669.53,669.68
computer,669.68,669.81,K,1,669.68,669.81
[SIL],669.81,669.88,[SIL],1,669.81,669.88
computer,669.88,669.91,K,1,669.88,669.91
[SIL],669.91,670.09,[SIL],1,669.91,670.09
computer,670.09,670.1,K,1,670.09,670.1
[SIL],670.1,670.78,[SIL],1,670.1,670.78
computer,670.78,670.8,K,1,670.78,670.8
[SIL],670.8,671.03,[SIL],1,670.8,671.03
computer,671.03,671.1,AH,1,671.03,671.04
computer,671.03,671.1,M,2,671.04,671.05
computer,671.03,671.1,P,3,671.05,671.06
computer,671.03,671.1,Y,4,671.06,671.07
computer,671.03,671.1,UW,5,671.07,671.08
computer,671.03,671.1,T,6,671.08,671.09
computer,671.03,671.1,ER,7,671.09,671.1
beeping,671.1,671.19,B,1,671.1,671.11
beeping,671.1,671.19,IY,2,671.11,671.12
beeping,671.1,671.19,P,3,671.12,671.13
beeping,671.1,671.19,IH,4,671.13,671.14
beeping,671.1,671.19,NG,5,671.14,671.19
[SIL],671.19,671.28,[SIL],1,671.19,671.28
it's,671.28,671.54,IH,1,671.28,671.36
it's,671.28,671.54,T,2,671.36,671.44
it's,671.28,671.54,S,3,671.44,671.54
checking,671.54,671.69,CH,1,671.54,671.6
checking,671.54,671.69,EH,2,671.6,671.69
[SIL],671.69,671.77,[SIL],1,671.69,671.77
checking,671.77,671.99,K,1,671.77,671.83
checking,671.77,671.99,IH,2,671.83,671.89
checking,671.77,671.99,NG,3,671.89,671.99
to,671.99,672.07,T,1,671.99,672.05
to,671.99,672.07,UW,2,672.05,672.07
see,672.07,672.33,S,1,672.07,672.2
see,672.07,672.33,IY,2,672.2,672.33
that,672.33,672.39,DH,1,672.33,672.34
that,672.33,672.39,AE,2,672.34,672.39
[SIL],672.39,672.44,[SIL],1,672.39,672.44
that,672.44,672.46,T,1,672.44,672.46
you,672.46,672.52,Y,1,672.46,672.49
you,672.46,672.52,UW,2,672.49,672.52
haven't,672.52,672.68,HH,1,672.52,672.62
haven't,672.52,672.68,AE,2,672.62,672.67
haven't,672.52,672.68,V,3,672.67,672.68
[SIL],672.68,672.73,[SIL],1,672.68,672.73
haven't,672.73,672.84,AH,1,672.73,672.74
haven't,672.73,672.84,N,2,672.74,672.83
haven't,672.73,672.84,T,3,672.83,672.84
been,672.84,673.15,B,1,672.84,672.85
been,672.84,673.15,IH,2,672.85,672.91
been,672.84,673.15,N,3,672.91,673.15
[SIL],673.15,673.25,[SIL],1,673.15,673.25
been,673.25,673.26,N,1,673.25,673.26
naughty,673.26,673.67,AO,1,673.26,673.36
naughty,673.26,673.67,T,2,673.36,673.53
naughty,673.26,673.67,IY,3,673.53,673.67
and,673.67,673.74,AH,1,673.67,673.72
and,673.67,673.74,N,2,673.72,673.73
and,673.67,673.74,D,3,673.73,673.74
borrowed,673.74,674.16,B,1,673.74,673.85
borrowed,673.74,674.16,AA,2,673.85,673.92
borrowed,673.74,674.16,R,3,673.92,674.05
borrowed,673.74,674.16,OW,4,674.05,674.06
borrowed,673.74,674.16,D,5,674.06,674.16
the,674.16,674.22,DH,1,674.16,674.17
the,674.16,674.22,AH,2,674.17,674.22
book,674.22,674.51,B,1,674.22,674.32
book,674.22,674.51,UH,2,674.32,674.41
book,674.22,674.51,K,3,674.41,674.51
for,674.51,674.56,F,1,674.51,674.54
for,674.51,674.56,AO,2,674.54,674.55
for,674.51,674.56,R,3,674.55,674.56
too,674.56,674.62,T,1,674.56,674.62
[SIL],674.62,674.66,[SIL],1,674.62,674.66
too,674.66,674.96,T,1,674.66,674.79
too,674.66,674.96,UW,2,674.79,674.96
long,674.96,675.61,L,1,674.96,675.21
long,674.96,675.61,AO,2,675.21,675.41
long,674.96,675.61,NG,3,675.41,675.61
[SIL],675.61,675.83,[SIL],1,675.61,675.83
i,675.83,676.14,AY,1,675.83,676.14
[SIL],676.14,676.2,[SIL],1,676.14,676.2
i,676.2,676.32,AY,1,676.2,676.32
[SIL],676.32,676.66,[SIL],1,676.32,676.66
i,676.66,676.73,AY,1,676.66,676.73
may,676.73,677.02,M,1,676.73,676.88
may,676.73,677.02,EY,2,676.88,677.02
have,677.02,677.07,HH,1,677.02,677.03
have,677.02,677.07,AE,2,677.03,677.04
have,677.02,677.07,V,3,677.04,677.07
[SIL],677.07,677.16,[SIL],1,677.07,677.16
borrowed,677.16,677.46,B,1,677.16,677.19
borrowed,677.16,677.46,AA,2,677.19,677.2
borrowed,677.16,677.46,R,3,677.2,677.34
borrowed,677.16,677.46,OW,4,677.34,677.37
borrowed,677.16,677.46,D,5,677.37,677.46
this,677.46,677.6,DH,1,677.46,677.47
this,677.46,677.6,IH,2,677.47,677.54
this,677.46,677.6,S,3,677.54,677.6
[SIL],677.6,677.66,[SIL],1,677.6,677.66
book,677.66,677.89,B,1,677.66,677.7
book,677.66,677.89,UH,2,677.7,677.78
book,677.66,677.89,K,3,677.78,677.89
for,677.89,678.04,F,1,677.89,677.94
for,677.89,678.04,AO,2,677.94,677.95
for,677.89,678.04,R,3,677.95,678.04
a,678.04,678.1,AH,1,678.04,678.1
[SIL],678.1,678.37,[SIL],1,678.1,678.37
bit,678.37,678.76,B,1,678.37,678.39
bit,678.37,678.76,IH,2,678.39,678.53
bit,678.37,678.76,T,3,678.53,678.76
[SIL],678.76,678.85,[SIL],1,678.76,678.85
bit,678.85,678.99,T,1,678.85,678.99
too,678.99,679.12,UW,1,678.99,679.12
long,679.12,679.49,L,1,679.12,679.47
long,679.12,679.49,AO,2,679.47,679.48
long,679.12,679.49,NG,3,679.48,679.49
don't,679.49,679.59,D,1,679.49,679.59
[SIL],679.59,680.2,[SIL],1,679.59,680.2
don't,680.2,680.24,D,1,680.2,680.24
[SIL],680.24,680.4,[SIL],1,680.24,680.4
don't,680.4,680.46,OW,1,680.4,680.41
don't,680.4,680.46,N,2,680.41,680.45
don't,680.4,680.46,T,3,680.45,680.46
worry,680.46,680.85,W,1,680.46,680.61
worry,680.46,680.85,ER,2,680.61,680.75
worry,680.46,680.85,IY,3,680.75,680.85
daddy,680.85,681.26,D,1,680.85,680.96
daddy,680.85,681.26,AE,2,680.96,681.07
daddy,680.85,681.26,D,3,681.07,681.14
daddy,680.85,681.26,IY,4,681.14,681.26
pig,681.26,681.62,P,1,681.26,681.41
pig,681.26,681.62,IH,2,681.41,681.61
pig,681.26,681.62,G,3,681.61,681.62
it,681.62,681.64,IH,1,681.62,681.63
it,681.62,681.64,T,2,681.63,681.64
can't,681.64,681.77,K,1,681.64,681.77
[SIL],681.77,682.07,[SIL],1,681.77,682.07
can't,682.07,682.27,K,1,682.07,682.23
can't,682.07,682.27,AE,2,682.23,682.27
[SIL],682.27,682.37,[SIL],1,682.27,682.37
can't,682.37,682.42,AE,1,682.37,682.4
can't,682.37,682.42,N,2,682.4,682.41
can't,682.37,682.42,T,3,682.41,682.42
be,682.42,682.55,B,1,682.42,682.48
be,682.42,682.55,IY,2,682.48,682.55
that,682.55,682.58,DH,1,682.55,682.56
that,682.55,682.58,AE,2,682.56,682.57
that,682.55,682.58,T,3,682.57,682.58
bad,682.58,682.62,B,1,682.58,682.59
bad,682.58,682.62,AE,2,682.59,682.6
bad,682.58,682.62,D,3,682.6,682.62
gosh,682.62,682.65,G,1,682.62,682.63
gosh,682.62,682.65,AA,2,682.63,682.64
gosh,682.62,682.65,SH,3,682.64,682.65
daddy,682.65,682.88,D,1,682.65,682.66
daddy,682.65,682.88,AE,2,682.66,682.86
daddy,682.65,682.88,D,3,682.86,682.87
daddy,682.65,682.88,IY,4,682.87,682.88
[SIL],682.88,682.95,[SIL],1,682.88,682.95
pig,682.95,682.98,P,1,682.95,682.96
pig,682.95,682.98,IH,2,682.96,682.97
pig,682.95,682.98,G,3,682.97,682.98
you've,682.98,683.01,Y,1,682.98,682.99
you've,682.98,683.01,UW,2,682.99,683.0
you've,682.98,683.01,V,3,683.0,683.01
had,683.01,683.36,HH,1,683.01,683.02
had,683.01,683.36,AE,2,683.02,683.31
had,683.01,683.36,D,3,683.31,683.36
this,683.36,683.43,DH,1,683.36,683.37
this,683.36,683.43,IH,2,683.37,683.38
this,683.36,683.43,S,3,683.38,683.43
[SIL],683.43,685.85,[SIL],1,683.43,685.85
this,685.85,685.86,S,1,685.85,685.86
[SIL],685.86,686.24,[SIL],1,685.86,686.24
this,686.24,686.25,S,1,686.24,686.25
[SIL],686.25,686.3,[SIL],1,686.25,686.3
this,686.3,686.47,S,1,686.3,686.47
[SIL],686.47,688.81,[SIL],1,686.47,688.81
this,688.81,688.85,S,1,688.81,688.85
[SIL],688.85,689.01,[SIL],1,688.85,689.01
book,689.01,689.07,B,1,689.01,689.03
book,689.01,689.07,UH,2,689.03,689.07
[SIL],689.07,689.26,[SIL],1,689.07,689.26
book,689.26,689.27,K,1,689.26,689.27
out,689.27,689.39,AW,1,689.27,689.38
out,689.27,689.39,T,2,689.38,689.39
[SIL],689.39,689.5,[SIL],1,689.39,689.5
for,689.5,689.53,F,1,689.5,689.51
for,689.5,689.53,AO,2,689.51,689.52
for,689.5,689.53,R,3,689.52,689.53
ten,689.53,689.58,T,1,689.53,689.54
ten,689.53,689.58,EH,2,689.54,689.57
ten,689.53,689.58,N,3,689.57,689.58
[SIL],689.58,690.08,[SIL],1,689.58,690.08
ten,690.08,690.18,N,1,690.08,690.18
[SIL],690.18,690.73,[SIL],1,690.18,690.73
years,690.73,690.77,Y,1,690.73,690.74
years,690.73,690.77,IH,2,690.74,690.75
years,690.73,690.77,R,3,690.75,690.76
years,690.73,690.77,Z,4,690.76,690.77
naughty,690.77,690.79,N,1,690.77,690.79
[SIL],690.79,690.83,[SIL],1,690.79,690.83
naughty,690.83,690.93,N,1,690.83,690.93
[SIL],690.93,691.1,[SIL],1,690.93,691.1
naughty,691.1,691.14,N,1,691.1,691.13
naughty,691.1,691.14,AO,2,691.13,691.14
[SIL],691.14,691.77,[SIL],1,691.14,691.77
naughty,691.77,691.81,T,1,691.77,691.81
[SIL],691.81,691.98,[SIL],1,691.81,691.98
naughty,691.98,691.99,IY,1,691.98,691.99
[SIL],691.99,692.04,[SIL],1,691.99,692.04
daddy,692.04,692.07,D,1,692.04,692.06
daddy,692.04,692.07,AE,2,692.06,692.07
[SIL],692.07,692.14,[SIL],1,692.07,692.14
daddy,692.14,692.16,AE,1,692.14,692.16
[SIL],692.16,692.2,[SIL],1,692.16,692.2
daddy,692.2,692.21,AE,1,692.2,692.21
[SIL],692.21,692.27,[SIL],1,692.21,692.27
daddy,692.27,692.32,D,1,692.27,692.31
daddy,692.27,692.32,IY,2,692.31,692.32
[SIL],692.32,693.0,[SIL],1,692.32,693.0
sorry,693.0,693.25,S,1,693.0,693.04
sorry,693.0,693.25,AA,2,693.04,693.08
sorry,693.0,693.25,R,3,693.08,693.2
sorry,693.0,693.25,IY,4,693.2,693.25
miss,693.25,693.52,M,1,693.25,693.32
miss,693.25,693.52,IH,2,693.32,693.4
miss,693.25,693.52,S,3,693.4,693.52
rabbit,693.52,693.99,R,1,693.52,693.62
rabbit,693.52,693.99,AE,2,693.62,693.68
rabbit,693.52,693.99,B,3,693.68,693.75
rabbit,693.52,693.99,AH,4,693.75,693.89
rabbit,693.52,693.99,T,5,693.89,693.99
[SIL],693.99,694.25,[SIL],1,693.99,694.25
that's,694.25,694.45,DH,1,694.25,694.29
that's,694.25,694.45,AE,2,694.29,694.45
[SIL],694.45,694.5,[SIL],1,694.45,694.5
that's,694.5,694.52,T,1,694.5,694.52
[SIL],694.52,694.59,[SIL],1,694.52,694.59
that's,694.59,694.61,S,1,694.59,694.61
all,694.61,694.84,AO,1,694.61,694.62
all,694.61,694.84,L,2,694.62,694.84
right,694.84,695.37,R,1,694.84,694.94
right,694.84,695.37,AY,2,694.94,695.35
right,694.84,695.37,T,3,695.35,695.37
[SIL],695.37,695.47,[SIL],1,695.37,695.47
right,695.47,695.48,T,1,695.47,695.48
[SIL],695.48,695.64,[SIL],1,695.48,695.64
now,695.64,695.77,N,1,695.64,695.76
now,695.64,695.77,AW,2,695.76,695.77
you,695.77,695.79,Y,1,695.77,695.78
you,695.77,695.79,UW,2,695.78,695.79
can,695.79,695.85,K,1,695.79,695.8
can,695.79,695.85,AE,2,695.8,695.85
[SIL],695.85,696.0,[SIL],1,695.85,696.0
can,696.0,696.01,N,1,696.0,696.01
borrow,696.01,696.05,B,1,696.01,696.02
borrow,696.01,696.05,AA,2,696.02,696.03
borrow,696.01,696.05,R,3,696.03,696.04
